dialog_id,turn,speaker,text,emotion,cause_turn,cause_span,cause_type,explanation
tr_677,3,A,What university would you enter?,neutral,,,,
tr_677,4,B,University? Why? You asked me last year.,surprise,"[3, 4]","['What university would you enter?', 'You asked me last year.']","['no-context', 'inter-personal']",
tr_677,5,A,"Oh, I forget. Sorry.",neutral,,,,
tr_677,6,B,I went to Harvard University.,neutral,,,,
tr_677,7,A,Did you? And what course did you take there?,neutral,,,,
tr_677,8,B,God save me! Is there anything wrong with you? Didn't I tell you?,surprise,"[7, 8]","['what course did you take there?', ""Didn't I tell you?""]","['no-context', 'inter-personal']",
tr_677,9,A,"I've not known. Perhaps, I've got a bad memory.",neutral,,,,
tr_677,10,B,I did a B. A. in economics. Remember?,neutral,,,,
tr_677,11,A,"Terrific! B. A., again and again-B. A.",happy,[10],['B. A. in economics'],['inter-personal'],
tr_1734,1,A,"London is such a historical city! There's history everywhere you look. There's nelson's column, built as a monument to one of the Britain's great admirals and his important victory. He won the battle of Trafalgar in 1805.",happy,[1],"[""London is such a historical city! There's history everywhere you look.""]",['no-context'],
tr_1734,2,B,"I'm looking forward to seeing Westminster abbey, where many historical figures are buried, like Isaac Newton, the great mathematician and Winston Churchill, the great wartime leader.",happy,[2],"[""I'm looking forward to seeing Westminster abbey , where many historical figures are buried , like Isaac Newton , the great mathematician and Winston Churchill , the great wartime leader.""]",['no-context'],
tr_1734,3,A,"Nearby, on the banks of the thames, there's the statue of Boadicea. She fought the Romans when they invaded Britain.",happy,[3],"[""Nearby , on the banks of the thames , there's the statue of Boadicea""]",['no-context'],
tr_1734,4,B,"Women have often played an important role in British history. Queen Elizabeth I built a navy strong enough to fight off the Spanish armada in 1588. more recently, Margaret thatcher transformed british society in the 1980's.",happy,"[3, 4]","['She fought the Romans when they invaded Britain.', ""Women have often played an important role in British history. Queen Elizabeth I built a navy strong enough to fight off the Spanish armada in 1588. more recently , Margaret thatcher transformed british society in the 1980's.""]","['no-context', 'inter-personal']",
tr_1734,5,A,She was a very controversial leader. Are we going to visit the famous tower of London later?,happy,[5],['Are we going to visit the famous tower of London later?'],['no-context'],
tr_1734,6,B,There's a lot to see there. Perhaps we should go tomorrow.,happy,[6],"[""There's a lot to see there. Perhaps we should go tomorrow.""]",['no-context'],
tr_1734,7,A,I'm looking forward to seeing the famous castle and prison. Many historic figures were imprisoned there in the past. I really want to see the crown jewels too.,happy,[7],"[""I'm looking forward to seeing the famous castle and prison. Many historic figures were imprisoned there in the past. I really want to see the crown jewels too.""]",['no-context'],
tr_1734,8,B,"I'Ve seen them before. They're quite incredible. If you want to see historical figures in London, there's one place you have to go.",happy,[8],"[""I'Ve seen them before. They're quite incredible.""]",['no-context'],
tr_1734,9,A,"Where's that? Oh, I know! Madame Tussaud's the waxworks museum.",happy,[8],"[""If you want to see historical figures in London , there's one place you have to go.""]",['inter-personal'],
tr_1734,10,B,"There you can see british leaders, entertainers, criminals, and royalty.",happy,"[8, 10]","[""If you want to see historical figures in London , there's one place you have to go."", 'There you can see british leaders , entertainers , criminals , and royalty.']","['no-context', 'self-contagion']",
tr_1734,11,A,"Sometimes, it's hard to know who belongs in each section of the museum!",happy,[10],"['There you can see british leaders , entertainers , criminals , and royalty.']",['inter-personal'],
tr_3542,1,A,"Hey Rachael, what's up? How is your day?",neutral,,,,
tr_3542,2,B,"Not bad. We have had a big meeting today, remember?",happy,[2],['Not bad.'],['no-context'],
tr_3542,3,A,"Oh, yea. I forgot. So how did it go?",neutral,,,,
tr_3542,4,B,Pretty well. I think the boss liked my ideas.,happy,"[2, 4, 4]","['Not bad.', 'Pretty well.', 'the boss liked my ideas.']","['no-context', 'self-contagion']",
tr_3542,5,A,"Great, so what happens now?",happy,[4],['Pretty well. I think the boss liked my ideas.'],['inter-personal'],
tr_3542,6,B,"Well, I have to write the proposal. I'm pretty excited about it.",happy,"[2, 4, 4, 6]","['Not bad.', 'Pretty well.', 'the boss liked my ideas.', ""I'm pretty excited""]","['no-context', 'self-contagion']",
tr_4470,1,A,"Lucy, you're back. How was your first day of school?",neutral,,,,
tr_4470,2,B,It was great. I had a really good time.,happy,"[1, 2]","['your first day of school?', 'I had a really good time.']","['no-context', 'inter-personal']",
tr_4470,3,A,What classes did you have?,neutral,,,,
tr_4470,4,B,"Well, I had English from 9 o'clock to 11 o'clock, art from 12 o'clock to 2 o'clock, and math from 2 o'clock to 4 o'clock.",neutral,,,,
tr_4470,5,A,What do you think about the teachers?,neutral,,,,
tr_4470,6,B,"To be honest, I liked all of them, except for the math teacher. Though he must be quite young, he seem like an old person. He's so boring!",neutral,,,,
tr_4470,7,A,That's too bad. How was your English teacher?,neutral,,,,
tr_4470,8,B,"She was great. In today's class, she gave us a lecture on how to be a good student. She told us not to arm for exams, and to pay more attention on communicating than memorizing.",neutral,,,,
tr_4470,9,A,Where is she from?,neutral,,,,
tr_4470,10,B,She said that she's from a small town in the middle of America.,neutral,,,,
tr_4470,11,A,Were you able to understand everything that she said?,neutral,,,,
tr_4470,12,B,"Not everything, but nearly. She speaks very clearly and doesn't use very complex words so that it is easy for us to understand her.",neutral,,,,
tr_4470,13,A,She sounds like a good teacher. Do you think you'll pass her class?,neutral,,,,
tr_4470,14,B,Yes... with flying colors!,happy,"[13, 14]","[""Do you think you'll pass her class?"", 'Yes... with flying colors!']","['no-context', 'inter-personal']",
tr_4470,15,A,What does that mean?,neutral,,,,
tr_4470,16,B,"It's a new phrase that she taught us today. It means that I will not only pass the class, but I will do extremely well!",happy,"[13, 14, 16]","[""Do you think you'll pass her class?"", 'Yes... with flying colors!', 'but I will do extremely well!']","['no-context', 'hybrid']",
tr_4470,17,A,"If you like the class this much already, I'm sure you will.",neutral,,,,
tr_4470,18,B,I hope so.,neutral,,,,
tr_4470,19,A,did she give you any homework?,neutral,,,,
tr_4470,20,B,"not today. She said she wanted us to relax tonight instead of doing homework,",happy,[20],"['she wanted us to relax tonight instead of doing homework ,']",['no-context'],
tr_4470,21,A,no wonder you like the class so much.,happy,[20],"['she wanted us to relax tonight instead of doing homework ,']",['inter-personal'],
tr_6847,1,A,I've got some great news for you!,happy,[1],['great news'],['no-context'],
tr_6847,2,B,did you get the position you wanted?,neutral,,,,
tr_6847,3,A,"yes, I'll be promoted to department manager.",happy,"[1, 3]","['great news', ""I'll be promoted""]","['no-context', 'self-contagion']",
tr_6847,4,B,I'm glad to hear that. Congratulations!,happy,"[1, 3]","['great news', ""I'll be promoted""]",['inter-personal'],
tr_6847,5,A,"thank you. Actually, I could not believe it at first. You know, there're so many outstanding people in our company. Many of them are qualified to fill that position.",neutral,,,,
tr_6847,6,B,"sure, but you really did great and outperformed the others. You deserved it!",happy,"[1, 3, 6, 6]","['great news', ""I'll be promoted"", 'you really did great and outperformed', 'You deserved it!']","['no-context', 'inter-personal']",
tr_6847,7,A,thank you very much.,happy,"[6, 6]","['you really did great and outperformed', 'You deserved it!']",['inter-personal'],
tr_6847,8,B,you always have unique ideas and you're such a team leader.,happy,"[1, 3, 6, 6, 8, 8]","['great news', ""I'll be promoted"", 'you really did great and outperformed', 'You deserved it!', 'you always have unique ideas', ""you're such a team leader.""]","['no-context', 'hybrid']",
tr_6847,9,A,I appreciate it very much. You've been doing great. I expect to see you be promoted pretty soon.,happy,"[6, 6, 8, 8, 9]","['you really did great and outperformed', 'You deserved it!', 'you always have unique ideas', ""you're such a team leader."", ""You've been doing great. I expect to see you be promoted""]","['no-context', 'inter-personal']",
tr_6847,10,B,that's very nice of you to say so. I'll try my best. When will you start at the new position?,neutral,,,,
tr_6847,11,A,next week.,neutral,,,,
tr_6847,12,B,"so by then, you'll be in charge of the whole department.",neutral,,,,
tr_6847,13,A,absolutely.,neutral,,,,
tr_2904,1,A,Terrible. How about people's lives?,neutral,,,,
tr_2904,2,B,"Fortunately, there is no person died.",happy,[2],"['Fortunately , there is no person died.']",['no-context'],
tr_2904,3,A,That's great. It seems that Typhoon is not as bad as earthquake.,happy,"[2, 3]","['Fortunately , there is no person died.', 'It seems that Typhoon is not as bad as earthquake.']","['no-context', 'inter-personal']",
tr_2904,4,B,Yeah. Earthquake is one of the most badly natural disasters in the world.,neutral,,,,
tr_2904,5,A,That's why many people died in the earthquake.,neutral,,,,
tr_2904,6,B,"Well, China is located on the Eurasia plate, where earthquakes happen frequently due to the earth's plates knocking against each other.",neutral,,,,
tr_2904,7,A,"Oh, China does have been plagued by numerous destructive earthquakes during its long history.",neutral,,,,
tr_2904,8,B,"Yeah, we've experienced the 8. 0 magnitude earthquake in Wenchman.",neutral,,,,
tr_2904,9,A,We're all familiar with natural disasters. but we still feel weak when we face Wenchman earthquake.,neutral,,,,
tr_2904,10,B,"Right. But people at that time only know two words, "" save "" and "" assistance "", they will never don't lift a finger. Life is the most important compared with anything else.",happy,[10],['Life is the most important'],['no-context'],
tr_2904,11,A,That's the point. Love among human beings is not limited by geography.,neutral,,,,
tr_3042,1,A,Do you have any hobbies?,neutral,,,,
tr_3042,2,B,Yes. I like gardening.,neutral,,,,
tr_3042,3,A,"Oh, that's interesting. Do you have a garden?",happy,[2],['I like gardening.'],['inter-personal'],
tr_3042,4,B,"Yes, follow me. Here it is.",happy,[3],['Do you have a garden?'],['inter-personal'],
tr_3042,5,A,Your garden is really lovely.,happy,"[2, 5]","['I like gardening.', 'Your garden is really lovely.']","['no-context', 'inter-personal']",
tr_3042,6,B,Thank you.,happy,"[3, 5]","['Do you have a garden?', 'Your garden is really lovely.']",['inter-personal'],
tr_3042,7,A,Do you take care of them everyday?,neutral,,,,
tr_3042,8,B,"Yes, I do.",neutral,,,,
tr_3042,9,A,Don't you feel dull?,neutral,,,,
tr_3042,10,B,I don't. I like the work.,neutral,,,,
tr_2743,1,A,How was the movie last night?,neutral,,,,
tr_2743,2,B,I didn't really like it.,disgust,"[1, 2]","['movie last night?', ""I didn't really like it.""]","['no-context', 'inter-personal']",
tr_2743,3,A,Mary said that she was really pleased with the photography.,neutral,,,,
tr_2743,4,B,I found it very disappointing.,disgust,"[3, 4]","['photography.', 'I found it very disappointing.']","['no-context', 'inter-personal']",
tr_2743,5,A,"She liked the acting, too, because that's what she wanted to see.",neutral,,,,
tr_2743,6,B,I wasn't happy with it.,disgust,"[5, 6]","['the acting', ""I wasn't happy with it.""]","['no-context', 'inter-personal']",
tr_2743,7,A,Nothing is to your satisfaction.,neutral,,,,
tr_2066,1,A,What are you doing there with your mobile phone?,happy,['b'],['b'],['latent'],A is happy for some unkown reason
tr_2066,2,B,I'm moblogging!,happy,[2],"[""I'm moblogging!""]",['no-context'],
tr_2066,3,A,Moblogging? what does that mean?,surprise,[3],['Moblogging? what does that mean?'],['no-context'],
tr_2066,4,B,"Oh, moblogging is a combination of the word'mobile'and'blogging '. It's another form of blogging. Users can publish blog entries to the web from a mobile phone or other mobile devices.",happy,[2],"[""I'm moblogging!""]",['self-contagion'],
tr_2066,5,A,Sounds interesting! That must be very convenient.,happy,[5],['Sounds interesting! That must be very convenient.'],['no-context'],
tr_2066,6,B,"Yes, you're right. I can blog wherever and whenever I'm on the move. It's especially good when I'm on a business trip and my laptop happens to be away from me.",happy,"[2, 6]","[""I'm moblogging!"", ""I can blog wherever and whenever I'm on the move. It's especially good when I'm on a business trip and my laptop happens to be away from me.""]","['no-context', 'self-contagion']",
tr_2066,7,A,How can you do that?,neutral,,,,
tr_2066,8,B,"Well, if I simply want to write a few words, I'll send it by email or edit it all from the cell phone browser.",neutral,,,,
tr_2066,9,A,What if you want to publish some photos?,neutral,,,,
tr_2066,10,B,"Then I'll shoot some pictures, re-size the images and upload them with text descriptions to my blog.",neutral,,,,
tr_2066,11,A,I see. Moblogging must have done a great favor for habitual bloggers like you.,happy,[11],['Moblogging must have done a great favor for habitual bloggers'],['no-context'],
tr_2066,12,B,You bet it!,happy,[11],['Moblogging must have done a great favor for habitual bloggers'],['inter-personal'],
tr_1735,1,A,"so, how should we go to the theatre?",neutral,,,,
tr_1735,2,B,let's take the bus.,neutral,,,,
tr_1735,3,A,"I hate the bus system in London! The bus drivers are rude, the buses are never on time, and there are few people around who can help you.",disgust,[3],"['The bus drivers are rude , the buses are never on time , and there are few people around who can help you.']",['no-context'],
tr_1735,4,B,it's not that bad. You probably just had a bad experience once.,neutral,,,,
tr_1735,5,A,"it wasn't just once. Every single time I take the bus, something bad happens to me or to someone else on the bus.",neutral,,,,
tr_1735,6,B,"we could take the subway, but we'd have to go three stops along one line and then change trains twice.",neutral,,,,
tr_1735,7,A,"train fares are twice as expensive as the bus fare, too.",neutral,,,,
tr_1735,8,B,"if we don't hurry up, we'll miss the show. Should we take the bus?",neutral,,,,
tr_1735,9,A,"we're already late, so I think we had better take a taxi.",neutral,,,,
tr_1735,10,B,I don't think we'll be able to find a taxi very easily during hush hours. Let's just take the bus.,neutral,,,,
tr_1735,11,A,fine. Have a look at the timetable to find out when the next one arrives.,neutral,,,,
tr_1735,12,B,it looks like it should be here in just a few minutes.,neutral,,,,
tr_1735,13,A,don't worry. Nothing bad will happen. I'll even buy your ticket for you.,happy,"['b', 13]","['b', ""Nothing bad will happen. I'll even buy your ticket for you.""]","['latent', 'no-context']","Assuring, Eager to help"
tr_1735,14,B,"thanks, that was nice of you.",happy,[13],"[""don't worry. Nothing bad will happen. I'll even buy your ticket for you.""]",['inter-personal'],
tr_1735,15,A,"see, now something good has happened to you on a bus trip!",happy,"['b', 13, 14]","['b', ""Nothing bad will happen. I'll even buy your ticket for you."", 'thanks , that was nice of you.']","['latent', 'hybrid']",
tr_1494,1,A,Are you doing anything tonight?,neutral,,,,
tr_1494,2,B,"No, nothing. Why?",neutral,,,,
tr_1494,3,A,Do you like western music?,happy,['b'],['b'],['latent'],
tr_1494,4,B,"Yes, I do, very much.",happy,[4],"['Yes , I do , very much.']",['no-context'],Expressing his preference for western music
tr_1494,5,A,There's a concert tonight. Would you like to go and listen to it?,happy,"[5, 5]","[""There's a concert tonight."", ""There's a concert tonight. Would you like to go and listen to it?""]",['no-context'],
tr_1494,6,B,"Oh, yes. I'd love to.",happy,"[4, 5]","['Yes , I do , very much.', ""There's a concert tonight.""]",['hybrid'],
tr_1073,1,A,Aren't you interested in watching the Olympics? There have been some excellent performances by athletes from all over the world.,happy,[1],['There have been some excellent performances by athletes from all over the world.'],['no-context'],
tr_1073,2,B,I just don't find it very interesting.,neutral,,,,
tr_1073,3,A,I think it's wonderful to see people from all over the world taking part in such a great event.,happy,[3],"[""I think it's wonderful to see people from all over the world taking part in such a great event.""]",['no-context'],
tr_1073,4,B,"I think that for a lot of people, it's just a way to try and show their country is better than other countries.",neutral,,,,
tr_1073,5,A,I think the Olympics help to promote world peace.,happy,[5],['I think the Olympics help to promote world peace.'],['no-context'],
tr_1073,6,B,"I'm not sure about that. We still have many wars in the world. I think that the idea behind the Olympics is a good one, but the reality is that during the Olympics countries compete. There's no real spirit of cooperation and people are usually not very friendly to each other.",neutral,,,,
tr_1073,7,A,"You are so pessimistic! The Olympics is a great opportunity for athletes to demonstrate their speed, skill, agility and strength. Most people hope to see someone from their country win, but I think that they are just happy to see good performances by any athlete.",neutral,,,,
tr_1073,8,B,Well. I think that the most amazing performances are by athletes who participate in the Paralympics.,happy,[8],['I think that the most amazing performances are by athletes who participate in the Paralympics.'],['no-context'],
tr_1073,9,A,Now there we are in agreement!,happy,"[8, 9]","['I think that the most amazing performances are by athletes who participate in the Paralympics.', 'Now there we are in agreement!']","['no-context', 'inter-personal']",
tr_1784,1,A,Hi! How are you going?,neutral,,,,
tr_1784,2,B,"Fine, thank you. How are you doing this morning?",neutral,,,,
tr_1784,3,A,Not bad. How about you? Haven't seen you for a long time.,neutral,,,,
tr_1784,4,B,Yes. I've been to New York. I got back only yesterday.,neutral,,,,
tr_1784,5,A,Did you enjoy yourself?,neutral,,,,
tr_1784,6,B,Very much. New York is such a nice place. Shall I show you some photographs?,happy,"[4, 5, 6]","[""I've been to New York."", 'Did you enjoy yourself?', 'Very much. New York is such a nice place.']","['no-context', 'hybrid']",
tr_1784,7,A,"Thanks, I like looking at photographs. How nice! Oh, I'm afraid I must be going now. I've got an appointment. Have a good day.",happy,"[4, 5, 6, 6, 7]","[""I've been to New York."", 'Did you enjoy yourself?', 'Very much. New York is such a nice place.', 'Shall I show you some photographs?', 'Thanks , I like looking at photographs. How nice!']","['no-context', 'hybrid']",
tr_1784,8,B,You too. I hope to see you soon. Goodbye.,happy,"[4, 5, 6, 6, 7, 7]","[""I've been to New York."", 'Did you enjoy yourself?', 'Very much. New York is such a nice place.', 'Shall I show you some photographs?', 'Thanks , I like looking at photographs. How nice!', 'Have a good day.']",['hybrid'],
tr_1784,9,A,Goodbye.,happy,[8],['You too. I hope to see you soon.'],['inter-personal'],
tr_5802,1,A,What a busy week!,neutral,,,,
tr_5802,2,B,Really! I've never seen so much work.,neutral,,,,
tr_5802,3,A,Right. How are you going to spend your weekend?,neutral,,,,
tr_5802,4,B,I don't know. I have no idea.,neutral,,,,
tr_5802,5,A,Would you like to play some tennis with me before going home?,neutral,,,,
tr_5802,6,B,"I'm not good at sports, I have never played tennis, and I know I would be terrible.",neutral,,,,
tr_5802,7,A,"You should try it. It's a great game. Come on, let me help you. I'm a good player, and a good teacher, too. What do you say?",neutral,,,,
tr_5802,8,B,"OK, but don't say I didn't warn you.",neutral,,,,
tr_5802,9,A,"That was a pretty good shot, Mary.",happy,[9],['That was a pretty good shot'],['no-context'],
tr_5802,10,B,Thanks. This is fun!,happy,"[9, 10]","['That was a pretty good shot', 'This is fun!']","['no-context', 'inter-personal']",
tr_5802,11,A,Let me help you with your serve.,neutral,,,,
tr_5802,12,B,No one has ever tried to show me how to play a sport before. Maybe I should learn to do something.,neutral,,,,
tr_5802,13,A,"Of course, you can. All you need is a little help and a lot of practice.",neutral,,,,
tr_5802,14,B,Do you really think I can be a good player?,neutral,,,,
tr_5802,15,A,"Well, maybe not a Michael Zhang, but better than the average. Person would you like to play again Wednesday?",happy,[15],['better than the average.'],['no-context'],
tr_5802,16,B,Yes. This has been fun.,happy,"[15, 16]","['would you like to play again Wednesday?', 'This has been fun.']","['no-context', 'inter-personal']",
tr_2471,1,B,"Hi, Lucy!",happy,[1],['Lucy!'],['no-context'],
tr_2471,2,A,"Hi. It's a wonderful wedding, isn't it?",happy,[2],"[""It's a wonderful wedding""]",['no-context'],
tr_2471,3,B,"Yes, It's very great.",happy,[2],['wonderful wedding'],['inter-personal'],
tr_2471,4,A,"Mary's father is a rich man, isn't he?",happy,[2],"[""It's a wonderful wedding""]",['self-contagion'],
tr_2471,5,B,"You are right, Mary's father is responsible for the entire wedding-arrangement, costs, etc. I think he must spend much money.",happy,[2],['wonderful wedding'],['inter-personal'],
tr_2471,6,A,Will Mary and her husband be ready to leave for their honeymoon?,happy,[2],"[""It's a wonderful wedding""]",['self-contagion'],
tr_2471,7,B,Yes. Look! Mary is going to throw the bride bouquet.,happy,"[2, 7]","['wonderful wedding', 'Mary is going to throw the bride bouquet.']","['no-context', 'inter-personal']",
tr_2471,8,A,"Oh, I'll try to catch it.",happy,"[2, 7]","[""It's a wonderful wedding"", 'Mary is going to throw the bride bouquet.']",['hybrid'],
tr_1954,1,A,"... Now that we have been over the gory details of our disastrous first quarter, Ed! Give us some good news. How are things looking for us in terms sales this month?",neutral,,,,
tr_1954,2,B,Uh well... would you like the bad news first or the really bad news?,neutral,,,,
tr_1954,3,A,"What? Ed, don't tell me you only have bad news!",surprise,[2],['would you like the bad news first or the really bad news?'],['inter-personal'],
tr_1954,4,B,"Well sir, our sales have dropped, no plunged, fifty percent in the past month alone. We are currently overstocked and overstaffed and our profits refalling fast. The market is in recession and we have no way of moving our inventory, or getting rid of our staff. If we consider redundancies, it would cost us a fortune because of the new regulations governing compensation packages. It's a real mess.",neutral,,,,
tr_1954,5,A,For crying out loud... How fast are we losing money?,angry,[5],['How fast are we losing money?'],['no-context'],
tr_1954,6,B,"Um... how can I put this? Let's just say that at this pace, we will be filing for Chapter eleven in less than three months.",neutral,,,,
tr_1954,7,A,What! Geez! How could this have happened? So what's the bad news?,surprise,[6],"['at this pace , we will be filing for Chapter eleven in less than three months.']",['inter-personal'],
tr_1954,8,B,"Oh, that's the really bad news. Our supplier suffered QC problems and, well, half of our production is faulty. We're going to have to recall all itemssold in the last quarter. And the worst part? We're going to have to shoulder this cost.",neutral,,,,
tr_1954,9,A,Are you joking? Get the supplier on the line now! They have to assume the costs of this mess!,surprise,[8],"[""Oh , that's the really bad news. Our supplier suffered QC problems and , well , half of our production is faulty. We're going to have to recall all itemssold in the last quarter. And the worst part? We're going to have to shoulder this cost.""]",['inter-personal'],
tr_1954,10,B,"We tried that, sir. The factory has gone under and the owner apparently has fled the country.",neutral,,,,
tr_1954,11,A,We're doomed!,angry,[10],['The factory has gone under and the owner apparently has fled the country.'],['inter-personal'],
tr_1954,12,B,There is some really good news though!,neutral,,,,
tr_1954,13,A,Really? What!,surprise,[12],['There is some really good news though!'],['inter-personal'],
tr_1954,14,B,I got offered a new job!,neutral,,,,
tr_2279,1,A,Dalian is a beautiful city. Do you agree?,happy,[1],['Dalian is a beautiful city.'],['no-context'],
tr_2279,2,B,I suppose I do.,neutral,,,,
tr_2279,3,A,The climate here is pleasant.,happy,"[1, 3]","['Dalian is a beautiful city.', 'The climate here is pleasant.']","['no-context', 'self-contagion']",
tr_2279,4,B,You said it.,neutral,,,,
tr_2279,5,A,This city is really comfortable to living.,happy,"[1, 5]","['Dalian is a beautiful city.', 'This city is really comfortable to living.']","['no-context', 'self-contagion']",
tr_2279,6,B,It sure is.,neutral,,,,
tr_2279,7,A,No other city can match it. It's heaven.,happy,[7],"[""No other city can match it. It's heaven.""]",['no-context'],
tr_2279,8,B,"Well, If you live in other as long enough you love them just as much.",neutral,,,,
tr_2279,9,A,Maybe.,neutral,,,,
tr_2679,1,A,"Hi, Jason!",neutral,,,,
tr_2679,2,B,"Hi, Linda. I have two concert complimentary tickets. Will you go with me tonight?",neutral,,,,
tr_2679,3,A,With the greatest pleasure! Where is the concert held this evening?,happy,[2],['I have two concert complimentary tickets. Will you go with me tonight?'],['inter-personal'],
tr_2679,4,B,It will be held at the Central Music Hall.,neutral,,,,
tr_2679,5,A,What is on the program?,neutral,,,,
tr_2679,6,B,"It's a piano solo. I'm fond of piano, you know.",neutral,,,,
tr_2679,7,A,Hah! OK. Let's go together!,happy,"[6, 7]","[""It's a piano solo. I'm fond of piano"", ""Let's go together!""]","['no-context', 'inter-personal']",
tr_2679,8,B,Let's meet at the park at 6:00.,happy,"[6, 7]","[""It's a piano solo. I'm fond of piano"", ""Let's go together!""]",['hybrid'],
tr_2679,9,A,See you then.,happy,"[6, 7]","[""It's a piano solo. I'm fond of piano"", ""Let's go together!""]",['hybrid'],
tr_1060,1,A,Cheer!,happy,['b'],['b'],['latent'],
tr_1060,2,B,Cheer!,happy,['b'],['b'],['latent'],
tr_1060,3,A,So what time tomorrow?,neutral,,,,
tr_1060,4,B,Half past seven in the morning.,neutral,,,,
tr_1060,5,A,Where to meet?,neutral,,,,
tr_1060,6,B,In the market.,neutral,,,,
tr_1060,7,A,OK. Bottoms up.,happy,"[5, 6]","['Where to meet?', 'In the market.']",['hybrid'],
tr_1060,8,B,Bottoms up.,happy,[7],['OK. Bottoms up.'],['inter-personal'],
tr_1060,9,A,It's on me.,happy,[8],['Bottoms up.'],['inter-personal'],
tr_1060,10,B,Thank you. This place is nice.,happy,"[9, 10]","[""It's on me."", 'Thank you. This place is nice.']","['no-context', 'inter-personal']",
tr_923,1,A,Hi! Susan! I haven't seen you for ages!,surprise,[1],"[""I haven't seen you for ages!""]",['no-context'],
tr_923,2,B,I've been really busy. How is everything?,happy,"[1, 2]","[""Hi! Susan! I haven't seen you for ages!"", 'How is everything?']","['no-context', 'inter-personal']",
tr_923,3,A,"Oh, fine. Hey, why don't we grab a bite to eat and do some catching up?",happy,"[2, 3]","['How is everything?', 'fine.']","['no-context', 'inter-personal']",
tr_923,4,B,"Yeah, why not? I've got a little free time on my hands. Where do you want to eat?",happy,"[1, 2, 3, 4]","[""Hi! Susan! I haven't seen you for ages!"", 'How is everything?', 'do some catching up?', ""I've got a little free time""]","['no-context', 'hybrid']",
tr_3676,1,A,"Oh, God. It's late. I'm afraid I have to leave.",neutral,,,,
tr_3676,2,B,But you just got here. Can't you stay a little longer and have some tea?,neutral,,,,
tr_3676,3,A,That's very kind of you. But if I don't go now I'll miss the last bus.,happy,"[2, 3]","['have some tea?', ""That's very kind of you""]","['no-context', 'inter-personal']",
tr_3676,4,B,That's too bad.,neutral,,,,
tr_3676,5,A,Thank you for your hospitality.,happy,"[2, 3, 5]","['have some tea?', ""That's very kind of you"", 'Thank you for your hospitality.']","['no-context', 'hybrid']",
tr_3676,6,B,Thanks for coming.,happy,[6],['Thanks for coming.'],['no-context'],
tr_3676,7,A,"How about next time we meet at my place? And I'll treat you to Chinese food. I know how much you like it. We can order in and watch video too. Anything you like, I promise.",happy,"[2, 3, 5, 7]","['have some tea?', ""That's very kind of you"", 'Thank you for your hospitality.', 'How about next time we meet at my place?']","['no-context', 'hybrid']",
tr_3676,8,B,Great idea. I'm looking forward to it. See you then.,happy,"[6, 7, 7]","['Thanks for coming.', 'How about next time we meet at my place?', 'Anything you like , I promise.']",['hybrid'],
tr_3676,9,A,Well. I really do have to go.,happy,[8],"[""I'm looking forward to it""]",['inter-personal'],
tr_3676,10,B,Good night then.,happy,['b'],['b'],['latent'],Sharing pleasantries
tr_3676,11,A,See you tomorrow.,happy,['b'],['b'],['latent'],Sharing pleasantries
tr_4536,1,A,"Hi, Alice, what are you doing this sunday.",neutral,,,,
tr_4536,2,B,"Nothing really, why, what's up?",neutral,,,,
tr_4536,3,A,"If you are free, maybe you can get having for my birthday party, it should be fun.",happy,[3],['it should be fun.'],['no-context'],
tr_4536,4,B,"Sounds great, i'd very much like having something thanks, when?",happy,"[3, 4]","['it should be fun.', ""i'd very much like having something""]","['no-context', 'inter-personal']",
tr_4536,5,A,Around six pm.,happy,"[3, 4]","['it should be fun.', 'Sounds great ,']",['hybrid'],
tr_4536,6,B,Do you need help setting up or anything? I don't mind. I like to do that kind of thing. It's fun and I have a good eye for decorating.,happy,"[3, 4, 6]","['it should be fun.', ""i'd very much like having something"", ""It's fun and I have a good eye for decorating.""]","['no-context', 'hybrid']",
tr_4536,7,A,"No. thank you. I can handle it, but thanks for the offer.",happy,"[3, 4, 7]","['it should be fun.', 'Sounds great ,', 'thanks for the offer.']","['no-context', 'hybrid']",
tr_4536,8,B,"Ok, I will see you again.",happy,"[3, 4, 6]","['it should be fun.', ""i'd very much like having something"", ""It's fun and I have a good eye for decorating.""]",['hybrid'],
tr_4536,9,A,"Great. I have a good day, thanks again for the offer.",happy,"[3, 4, 7, 8]","['it should be fun.', 'Sounds great ,', 'thanks for the offer.', 'I will see you again.']",['hybrid'],
tr_1295,1,A,Why don't you have dinner with me tonight?,happy,[1],['have dinner with me tonight?'],['no-context'],
tr_1295,2,B,I'd love to.,happy,"[1, 2]","[""Why don't you have dinner with me tonight?"", ""I'd love to.""]","['no-context', 'inter-personal']",
tr_1295,3,A,Let's say about 6:00?,happy,"[1, 2]","[""Why don't you have dinner with me tonight?"", ""I'd love to.""]",['hybrid'],
tr_1295,4,B,That's OK with me.,happy,"[1, 2]","[""Why don't you have dinner with me tonight?"", ""I'd love to.""]",['hybrid'],
tr_4381,1,A,"I don't know what I'm going to do. I need to find a job. If I don't, I won't be able to stay here next semester.",sad,[1],"[""I won't be able to stay here""]",['no-context'],
tr_4381,2,B,Have you tried university part-time jobs?,neutral,,,,
tr_4381,3,A,What do you mean?,neutral,,,,
tr_4381,4,B,"I mean in the library, or in some information center. Often the university hires foreign students for part-time positions.",neutral,,,,
